tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
NMS Tier 1|A|Agilent Technologies Inc.|MSRP MS RPOOL (ATS-6)|MSRP|34200|267|2019-07-01
NMS Tier 1|A|Agilent Technologies Inc.|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|90500|416|2019-07-01
NMS Tier 1|A|Agilent Technologies Inc.|SGMT SIGMA X2|SGMT|70344|611|2019-07-01
NMS Tier 1|A|Agilent Technologies Inc.|UBSA UBS ATS|UBSA|241843|2413|2019-07-01
NMS Tier 1|A|Agilent Technologies Inc.|XIST INSTINET CROSSING|XIST|200|1|2019-07-01
NMS Tier 1|A|Agilent Technologies Inc.|XSTM CROSSSTREAM|XSTM|9309|53|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|BIDS BIDS ATS|BIDS|15400|59|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|BLKX INSTINET BLOCKCROSS|BLKX|5200|1|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|CODA CODA|CODA|9145|41|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|CROS CROSSFINDER|CROS|198098|1495|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|DBAX SUPERX ATS|DBAX|82600|497|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|EBXL LEVEL ATS|EBXL|43300|393|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|IATS IBKR ATS|IATS|34859|135|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|ICBX CBX|ICBX|10200|90|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|INCR INTELLIGENT CROSS LLC|INCR|7699|74|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|ITGP POSIT|ITGP|17000|72|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|JPBX JPB-X|JPBX|30199|349|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|JPMX JPM-X|JPMX|235870|1283|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|KCGM VIRTU MATCHIT ATS|KCGM|51359|250|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|LATS THE BARCLAYS ATS|LATS|96400|680|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|LQNA LIQUIDNET H2O ATS|LQNA|13700|2|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|MLIX INSTINCT X|MLIX|20432|161|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|MSPL MS POOL (ATS-4)|MSPL|159900|843|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|MSRP MS RPOOL (ATS-6)|MSRP|20900|153|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|138000|616|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|SGMT SIGMA X2|SGMT|74022|696|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|UBSA UBS ATS|UBSA|428791|3870|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|XIST INSTINET CROSSING|XIST|5100|2|2019-07-01
NMS Tier 1|AA|Alcoa Corporation|XSTM CROSSSTREAM|XSTM|103711|100|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|BIDS BIDS ATS|BIDS|43800|255|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|BLKX INSTINET BLOCKCROSS|BLKX|5000|1|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|CODA CODA|CODA|17641|125|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|CROS CROSSFINDER|CROS|368079|2934|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|DBAX SUPERX ATS|DBAX|176000|1056|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|EBXL LEVEL ATS|EBXL|181051|1265|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|IATS IBKR ATS|IATS|128920|638|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|ICBX CBX|ICBX|26900|233|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|INCR INTELLIGENT CROSS LLC|INCR|28949|212|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|ITGP POSIT|ITGP|111700|384|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|JPBX JPB-X|JPBX|145806|2443|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|JPMX JPM-X|JPMX|199373|1168|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|KCGM VIRTU MATCHIT ATS|KCGM|65589|461|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|LATS THE BARCLAYS ATS|LATS|166500|1302|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|MLIX INSTINCT X|MLIX|85225|429|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|MSPL MS POOL (ATS-4)|MSPL|285700|1365|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|MSRP MS RPOOL (ATS-6)|MSRP|78600|561|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|200600|818|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|SGMT SIGMA X2|SGMT|251489|2119|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|UBSA UBS ATS|UBSA|697199|6643|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|USTK USTOCKTRADE SECURITIES, INC.|USTK|110|3|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|WDNX XE|WDNX|1217|1|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|XIST INSTINET CROSSING|XIST|32200|5|2019-07-01
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|XSTM CROSSSTREAM|XSTM|84304|278|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|BIDS BIDS ATS|BIDS|63300|98|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|BLKX INSTINET BLOCKCROSS|BLKX|7000|1|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|CODA CODA|CODA|1638|9|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|CROS CROSSFINDER|CROS|75441|801|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|DBAX SUPERX ATS|DBAX|57400|477|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|EBXL LEVEL ATS|EBXL|40500|250|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|IATS IBKR ATS|IATS|6287|64|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|ICBX CBX|ICBX|6700|65|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|INCR INTELLIGENT CROSS LLC|INCR|3100|31|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|ITGP POSIT|ITGP|49700|62|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|JPBX JPB-X|JPBX|15767|270|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|JPMX JPM-X|JPMX|111977|1037|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|KCGM VIRTU MATCHIT ATS|KCGM|12544|115|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|LATS THE BARCLAYS ATS|LATS|34700|307|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|LQNA LIQUIDNET H2O ATS|LQNA|44200|4|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|MLIX INSTINCT X|MLIX|10200|65|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|MSPL MS POOL (ATS-4)|MSPL|59200|469|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|MSRP MS RPOOL (ATS-6)|MSRP|29300|265|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|76700|554|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|SGMT SIGMA X2|SGMT|54583|572|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|UBSA UBS ATS|UBSA|252153|3591|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|XIST INSTINET CROSSING|XIST|1344|3|2019-07-01
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|XSTM CROSSSTREAM|XSTM|3557|18|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|BIDS BIDS ATS|BIDS|173000|271|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|BLKX INSTINET BLOCKCROSS|BLKX|56703|7|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|CODA CODA|CODA|45239|334|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|CROS CROSSFINDER|CROS|994680|8130|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|DBAX SUPERX ATS|DBAX|193600|1557|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|EBXL LEVEL ATS|EBXL|425604|3054|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|IATS IBKR ATS|IATS|901626|6916|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|ICBX CBX|ICBX|62488|510|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|INCR INTELLIGENT CROSS LLC|INCR|47588|232|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|ITGP POSIT|ITGP|122700|776|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|JPBX JPB-X|JPBX|159844|2787|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|JPMX JPM-X|JPMX|541230|3160|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|KCGM VIRTU MATCHIT ATS|KCGM|229423|2379|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|LATS THE BARCLAYS ATS|LATS|232900|1792|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|LQNA LIQUIDNET H2O ATS|LQNA|58900|3|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|MLIX INSTINCT X|MLIX|710468|1855|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|MSPL MS POOL (ATS-4)|MSPL|331800|1806|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|MSRP MS RPOOL (ATS-6)|MSRP|88400|579|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|91700|504|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|SGMT SIGMA X2|SGMT|397173|3446|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|UBSA UBS ATS|UBSA|1776530|17814|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|USTK USTOCKTRADE SECURITIES, INC.|USTK|119|11|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|WDNX XE|WDNX|6128|5|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|XIST INSTINET CROSSING|XIST|7942|5|2019-07-01
NMS Tier 1|AAPL|Apple Inc. Common Stock|XSTM CROSSSTREAM|XSTM|448330|1427|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|BIDS BIDS ATS|BIDS|300|2|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|CROS CROSSFINDER|CROS|23852|179|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|DBAX SUPERX ATS|DBAX|26300|166|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|EBXL LEVEL ATS|EBXL|24002|169|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|IATS IBKR ATS|IATS|457|7|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|ICBX CBX|ICBX|7700|45|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|INCR INTELLIGENT CROSS LLC|INCR|5400|38|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|ITGP POSIT|ITGP|5000|24|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|JPMX JPM-X|JPMX|3674|20|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|KCGM VIRTU MATCHIT ATS|KCGM|5179|43|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|LATS THE BARCLAYS ATS|LATS|35900|265|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MLIX INSTINCT X|MLIX|1598|11|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MSPL MS POOL (ATS-4)|MSPL|35800|156|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|9600|61|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|SGMT SIGMA X2|SGMT|16683|137|2019-07-01
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|UBSA UBS ATS|UBSA|42560|326|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|BIDS BIDS ATS|BIDS|122100|238|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|BLKX INSTINET BLOCKCROSS|BLKX|19200|2|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|CODA CODA|CODA|21481|107|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|CROS CROSSFINDER|CROS|187550|1613|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|DBAX SUPERX ATS|DBAX|110200|842|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|EBXL LEVEL ATS|EBXL|129807|856|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|IATS IBKR ATS|IATS|21483|197|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|ICBX CBX|ICBX|18728|171|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|INCR INTELLIGENT CROSS LLC|INCR|22932|248|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|ITGP POSIT|ITGP|32300|226|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|JPBX JPB-X|JPBX|64547|1123|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|JPMX JPM-X|JPMX|121297|927|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|KCGM VIRTU MATCHIT ATS|KCGM|31717|253|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|LATS THE BARCLAYS ATS|LATS|73500|646|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|LQNA LIQUIDNET H2O ATS|LQNA|7900|1|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|MLIX INSTINCT X|MLIX|52208|382|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|MSPL MS POOL (ATS-4)|MSPL|101000|621|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|MSRP MS RPOOL (ATS-6)|MSRP|146300|1262|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|80000|457|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|SGMT SIGMA X2|SGMT|130861|1277|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|UBSA UBS ATS|UBSA|465864|5063|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|WDNX XE|WDNX|643|2|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|XIST INSTINET CROSSING|XIST|1900|3|2019-07-01
NMS Tier 1|ABBV|ABBVIE INC.|XSTM CROSSSTREAM|XSTM|67738|345|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|BIDS BIDS ATS|BIDS|4200|20|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|CODA CODA|CODA|37847|23|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|CROS CROSSFINDER|CROS|77872|803|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|DBAX SUPERX ATS|DBAX|37400|322|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|EBXL LEVEL ATS|EBXL|64100|570|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|IATS IBKR ATS|IATS|10644|64|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|ICBX CBX|ICBX|10000|83|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|INCR INTELLIGENT CROSS LLC|INCR|663|9|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|ITGP POSIT|ITGP|65600|76|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|JPBX JPB-X|JPBX|43227|779|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|JPMX JPM-X|JPMX|162076|1476|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|KCGM VIRTU MATCHIT ATS|KCGM|9041|113|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|LATS THE BARCLAYS ATS|LATS|16200|142|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|LMNX LUMINEX ATS|LMNX|17300|2|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|LQNA LIQUIDNET H2O ATS|LQNA|27600|3|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|MLIX INSTINCT X|MLIX|9242|59|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSPL MS POOL (ATS-4)|MSPL|82800|656|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSRP MS RPOOL (ATS-6)|MSRP|9000|81|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|33500|248|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|SGMT SIGMA X2|SGMT|43074|502|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|UBSA UBS ATS|UBSA|177770|2131|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|XIST INSTINET CROSSING|XIST|1200|2|2019-07-01
NMS Tier 1|ABC|AmerisourceBergen Corp.|XSTM CROSSSTREAM|XSTM|4482|32|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|BIDS BIDS ATS|BIDS|19300|35|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|BLKX INSTINET BLOCKCROSS|BLKX|14276|2|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|CODA CODA|CODA|2477|17|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|CROS CROSSFINDER|CROS|39587|518|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|DBAX SUPERX ATS|DBAX|55200|442|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|EBXL LEVEL ATS|EBXL|26080|212|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|IATS IBKR ATS|IATS|3556|66|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|ICBX CBX|ICBX|3200|25|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|INCR INTELLIGENT CROSS LLC|INCR|1000|7|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|ITGP POSIT|ITGP|6700|28|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|JPBX JPB-X|JPBX|2079|46|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|JPMX JPM-X|JPMX|39619|783|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|KCGM VIRTU MATCHIT ATS|KCGM|2992|45|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|LATS THE BARCLAYS ATS|LATS|19500|156|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|LQNA LIQUIDNET H2O ATS|LQNA|12700|2|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MLIX INSTINCT X|MLIX|13454|100|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSPL MS POOL (ATS-4)|MSPL|36600|328|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSRP MS RPOOL (ATS-6)|MSRP|12200|102|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|17700|137|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|SGMT SIGMA X2|SGMT|19677|273|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|UBSA UBS ATS|UBSA|81408|1245|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|USTK USTOCKTRADE SECURITIES, INC.|USTK|8|1|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|XIST INSTINET CROSSING|XIST|582|2|2019-07-01
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|XSTM CROSSSTREAM|XSTM|4819|23|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|BIDS BIDS ATS|BIDS|277200|190|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|BLKX INSTINET BLOCKCROSS|BLKX|45100|3|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|CODA CODA|CODA|9247|53|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|CROS CROSSFINDER|CROS|334595|2927|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|DBAX SUPERX ATS|DBAX|235900|1477|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|EBXL LEVEL ATS|EBXL|271471|1505|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|IATS IBKR ATS|IATS|8746|118|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|ICBX CBX|ICBX|26162|234|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|INCR INTELLIGENT CROSS LLC|INCR|82098|643|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|ITGP POSIT|ITGP|100100|458|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|JPBX JPB-X|JPBX|87315|1276|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|JPMX JPM-X|JPMX|215942|1574|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|KCGM VIRTU MATCHIT ATS|KCGM|75159|661|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|LATS THE BARCLAYS ATS|LATS|181900|1341|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|LQNA LIQUIDNET H2O ATS|LQNA|134800|5|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|MLIX INSTINCT X|MLIX|68890|373|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|MSPL MS POOL (ATS-4)|MSPL|266800|1415|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|MSRP MS RPOOL (ATS-6)|MSRP|95000|720|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|115300|536|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|SGMT SIGMA X2|SGMT|165085|1604|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|UBSA UBS ATS|UBSA|653778|5844|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|USTK USTOCKTRADE SECURITIES, INC.|USTK|2|1|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|WDNX XE|WDNX|4044|4|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|XIST INSTINET CROSSING|XIST|8595|2|2019-07-01
NMS Tier 1|ABT|Abbott Laboratories|XSTM CROSSSTREAM|XSTM|31760|171|2019-07-01
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|BIDS BIDS ATS|BIDS|19300|58|2019-07-01
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|BLKX INSTINET BLOCKCROSS|BLKX|15740|1|2019-07-01
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|CODA CODA|CODA|1300|13|2019-07-01
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|CROS CROSSFINDER|CROS|21178|253|2019-07-01
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|DBAX SUPERX ATS|DBAX|37700|261|2019-07-01
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|EBXL LEVEL ATS|EBXL|49418|336|2019-07-01
